keyword,title,description,link,pub_date,source
트렌드,"hy, 숙취해소제 '쿠퍼스 깨곰' 광고 영상 공개",김정우 hy 멀티M&amp;S부문장은 &quot;'쿠퍼스 깨곰'이 뉴사이클 트렌드를 반영한 제품인 만큼 레트로 감성을 강조해 영상을 제작했다&quot;며 &quot;다양한 마케팅 활동을 통해 소비자 접점을 늘려갈 계획이다&quot;고 말했다.,http://www.srtimes.kr/news/articleView.html?idxno=178186,"Mon, 02 Jun 2025 17:16:00 +0900",
트렌드,"노잼 도시 오명 벗은 대전, 국내 여행지 점유율 증가율 '전국 1위'",국내 여행지 점우율 증감율 전국 최고 숙박 예약 통계 전년 대비 190% 증가 교통 접근성·성심당 및 야구 등 콘텐츠 다양 [충청투데이 이심건 기자] 대전이 국내 여행 트렌드에서 주목받는 도시로 부상했다. 과거 '노잼... ,https://www.cctoday.co.kr/news/articleView.html?idxno=2213188,"Mon, 02 Jun 2025 17:14:00 +0900",
트렌드,서경대 대학일자리플러스본부 '2025학년도 1학기 Seokyeong Mentoring Day' 프...,취업 트렌드 대응력 제고를 위한 '2025학년도 1학기 Seokyeong Mentoring Day' 프로그램을 성공적으로 개최했다고... 취업 트렌드 대응력 제고를 위한 '2025학년도 1학기 Seokyeong Mentoring Day' 프로그램을 성공적으로 개최했다.... ,http://www.veritas-a.com/news/articleView.html?idxno=556750,"Mon, 02 Jun 2025 17:12:00 +0900",
트렌드,"솔라나 투자 고래, 27달러 매수해 1억 5300만 달러 수익 쾌거","갤럭시의 움직임은 더 넓은 기관 트렌드를 반영한다. 이더리움은 어려움을 겪고 있다. 그 가격은 연초 대비 51.5% 하락했으며, 전체 암호화폐 시가총액에서 차지하는 비중은 역사적 최저치인 7% 미만으로... ",https://www.tokenpost.kr/news/cryptocurrency/240599,"Mon, 02 Jun 2025 17:12:00 +0900",
올스타 투표,프로야구 올스타 베스트 12 구단별 팬 투표 후보 명단 발표,올해 프로야구 올스타전에 출전할 ‘베스트12’ 구단별 팬 투표 후보 명단이 정해졌다. KBO는 2025 신한 SOL뱅크 KBO 올스타전에 나갈 ‘베스트12’ 후보 구단별 팬 투표 명단을 2일 발표했다. 각 구단은 포지션별로... ,http://www.jndn.com/article.php?aid=1748851737410746104,"Mon, 02 Jun 2025 17:12:00 +0900",
올스타 투표,"프로야구 올스타 베스트12 후보 명단 발표…삼성 원태인, 배찬승, 강민호...",올해 프로야구 올스타전에 출전할 '베스트12' 구단별 팬 투표 후보 명단이 발표됐다.2일 KBO는 2025 신한 SOL뱅크 KBO 올스타전에 나갈 '베스트12' 후보 구단별 팬 투표 명단을 공개했다. 올 시즌 올스타전은 7월 12일... ,https://www.yeongnam.com/web/view.php?key=20250602021462510,"Mon, 02 Jun 2025 16:10:00 +0900",
올스타 투표,'구단별 포지션당 1명씩' KBO 올스타 베스트12 후보 120명 확정... 2일부...,"KBO는 2일 '2025 신한 SOL뱅크 KBO 올스타전' 베스트12 후보에 대한 구단별 팬 투표 명단을 공개했다. 각 구단이 포지션별로 1명씩 추천한 방식으로 명단이 구성됐으며, 10개 팀에서 총 120명의 선수가 올스타 후보에... ",https://m.sports.naver.com/kbaseball/article/425/0000165633,"Mon, 02 Jun 2025 15:18:00 +0900",
올스타 투표,'별들의 전쟁' 2025 KBO 올스타 '베스트 12' 후보 발표,2025 KBO 올스타전 베스트 12 팬 투표 명단. /KBO 제공 올해 프로야구 '별들의 잔치'에 나설 후보들이 공개됐다. KBO는 2일부터 시작되는 2025 신한 SOL뱅크 KBO 올스타전에 출전할 '베스트12' 후보 구단별 팬 투표 명단을... ,http://www.namdonews.com/news/articleView.html?idxno=821954,"Mon, 02 Jun 2025 15:04:00 +0900",
올스타 투표,KBO 프로야구 올스타 베스트12 구단별 후보 명단 발표,올해 2025 KBO 올스타전에 나설 '베스트12' 구단별 팬 투표 후보 명단이 확정됐다. KBO 사무국은 2일 올스타전에 나설 '베스트12' 후보 구단별 명단을 발표했다. 이 명단은 해당 구단이 포지션별로 추천한 1명씩 팀당 12명... ,https://m.sports.naver.com/kbaseball/article/088/0000951157,"Mon, 02 Jun 2025 14:41:00 +0900",
윤시윤,서장훈도 혀를 찬 루틴! 확신의 대문자 J형 스타 3,배우 윤시윤이 SBS 〈미운 우리 새끼〉에서 방송 최초로 자택과 일상을 공개했습니다. 놀라운 건 보는 이들이... 과연 윤시윤의 ‘칼각’ 일상은 어느 정도였을까요? 우선 분 단위로 시간을 쪼개 쓸 수 있도록 한 '무한 알람... ,https://www.elle.co.kr/article/1882649,"Mon, 02 Jun 2025 16:42:00 +0900",
윤시윤,"&quot;분 단위로 움직인다&quot;…'미운 우리 새끼' 윤시윤, 알람에 지배된 일상→...","윤시윤은 자신을 '게으른 사람'이라고 일컫지만, 그의 하루는 잠시도 흐트러짐이 없었다. 6월 1일 방송된 SBS 예능 '미운 우리 새끼'에서 윤시윤은 단 1분도 허투루 보내지 않는 치밀한 자기관리의 정점을 보여주었다.... ",https://www.topstarnews.net/news/articleView.html?idxno=15685110,"Mon, 02 Jun 2025 16:30:00 +0900",
윤시윤,"'나태 극혐' 윤시윤의 칼각 일상…미운 우리 새끼 강다니엘, 정리 철학...","매일 똑같은 일상이 누구에겐 지루함이지만, 윤시윤의 하루는 각도와 질서로 채워진다. 냉장고의 물건 하나, 스마트폰의 아이콘까지 매끄럽게 정돈된 공간에서 윤시윤은 자신만의 규칙으로 하루를 시작한다. '미운 우리... ",https://www.topstarnews.net/news/articleView.html?idxno=15685113,"Mon, 02 Jun 2025 16:30:00 +0900",
윤시윤,'미운우리새끼' 생활관리 끝판왕(미우새),‘미운 우리 새끼’ 윤시윤 생활관리 끝판왕(미우새) SBS 배우 윤시윤이 출연한 SBS 예능 프로그램 ‘미운 우리 새끼’(미우새)가 방송 최초로 그의 철두철미하고 규칙적인 일상을 공개하며 뜨거운 화제를 모았다.... ,https://www.bntnews.co.kr/article/view/bnt202506020135,"Mon, 02 Jun 2025 15:56:00 +0900",
윤시윤,[딜링룸 백브리핑] 이혼도 사치…돈 때문에 이혼 못 하는 美 밀레니얼 ...,"AI 기술을 적극적으로 배우고 활용할 것을 권장하며, AI 시대에 적응하기 위한 준비가 필요하다고 조언하기도 했다. (윤시윤 기자) syyoon@yna.co.kr 본 기사는 인포맥스 금융정보 단말기에서 13시 33분에 서비스된 기사입니다.",https://news.einfomax.co.kr/news/articleView.html?idxno=4358516,"Mon, 02 Jun 2025 15:36:00 +0900",
giá vàng hôm nay,Show ra mắt &quot;Cell return Platinum &quot;… thời gian hơn mong đợi .,"Thêm nữa, Thêm khả năng &quot; fast mode&quot; trong 3 loại đỏ, xanh, vàng cơ bản. nhanh... mắt hôm nay, Kang So Ra diễn viên kịch và Park Seo Jun ,cùng với nhiều Celeb nổi... ",http://www.k-health.com/news/articleView.html?idxno=44998,"Fri, 10 Jan 2020 20:18:00 +0900",
giá vàng hôm nay,Good bye ! mụn! Mẹo nặn mụn mà không có sẹo!,màu vàng hoặc màu trắng rồi mới nặn mụn. Vậy thì hôm nay chúng tôi sẽ... trạng đã bị tổn thương do mụn ! Giá như không để lại sẹo lớn hơn thì tốt!,http://www.k-health.com/news/articleView.html?idxno=42301,"Thu, 14 Feb 2019 09:16:00 +0900",
신명,"배우 김규리, 영화 '신명'서 영부인 역할…&quot;시나리오 읽고 악몽 꿨다&quot;",출처 : 김규리 SNS 영화 '신명' 포스터 배우 김규리가 영화 '신명' 출연 이유를 밝히며 강렬했던 첫인상을 전했다. 지난달 29일 서울 CGV 용산아이파크몰에서 열린 영화 '신명' 제작보고회에서 김규리는 &quot;시나리오를 읽고 난 뒤... ,https://www.job-post.co.kr/news/articleView.html?idxno=151945,"Mon, 02 Jun 2025 16:48:00 +0900",
신명,7회 보은장안농요축제 14일 팡파르,잊고 신명나게 일하고자 불렀던 노래이다. 장안면전통민속보존회가 주관하는 이번 행사에선 150년 전 장안농요의 모습 그대로'들나가기-모찌기-모심기-점심참-초듬아시매기-이듬논뜯기- 신명풀이'과정을 재현해... ,http://www.cctimes.kr/news/articleView.html?idxno=848781,"Mon, 02 Jun 2025 16:40:00 +0900",
신명,"밀양시, 국지성 폭우와 우박으로 사과농가 큰 피해…농가 지원 총력","이번 행사는 당말리 당산보존회, (사)민족 종교 경천신명회, 대구 월지기획의 후원으로 마련됐으며 밀양시자원봉사단체협의회 회원들이 참여해 300여명의 어르신들에게 짜장면을 무료 제공했다. 또한, 다채로운 공연이... ",https://www.kukinews.com/article/view/kuk202506020200,"Mon, 02 Jun 2025 16:38:00 +0900",
신명,"'미션 임파서블 파이널 레코닝', 예매율 1위 탈환…'하이파이브'와 접전","예매율 3위는 이날 개봉한 '신명'으로 예매 관객은 53,929명, 예매율은 15.9%다. 이어 오는 6일 개봉을 앞둔 '드래곤 길들이기'가 예매율 13.7%로 4위에 자리했으며, '소주전쟁'이 예매율 8.1%로 5위에 올랐다. 예매율 10위... ",https://www.topstarnews.net/news/articleView.html?idxno=15685104,"Mon, 02 Jun 2025 16:36:00 +0900",
신명,신명나는 전통문화 한마당 '대한민국 전통연희축제' 개막,"김희원과 국악방송 '바투의 상사디야' 진행자인 소리꾼 김봉영이 맡는다. 신명 나는 공연뿐 아니라 '자개키링 만들기', '향낭 만들기', '전통놀이', '버나체험', '포토부스' 등 다양한 체험 프로그램이 부대행사로 진행된다.",https://www.newswhoplus.com/news/articleView.html?idxno=28985,"Mon, 02 Jun 2025 16:30:00 +0900",
창원 버스 파업,창원 시내버스 퇴근길 정상 운행…엿새 만에 극적 타결,경남 창원시의 시내버스 노조 파업이 2일 오후 늦게 극적으로 타결됐다. 지난달 28일부터 시작된 파업은 이날로 엿새째를 맞으며 역대 최장 기간을 기록했으나 노사정이 무기한 협상에 돌입한 끝에 합의에 이르면서 버스... ,https://n.news.naver.com/mnews/article/011/0004492702?sid=102,"Mon, 02 Jun 2025 17:12:00 +0900",
창원 버스 파업,"창원 시내버스 노사, 임단협 타결…6일만 버스 운행재개",경남 창원 시내버스 노사가 노조 파업 6일만에 임금.단체협상을 타결했습니다. 창원시에 따르면 준공영제를 시행 중인 창원 시내버스 9개사 노사는 오늘(2일) 오후 임금·단체협상을 타결했습니다. 이에 따라 지난달 28일... ,https://n.news.naver.com/mnews/article/422/0000746070?sid=102,"Mon, 02 Jun 2025 17:09:00 +0900",
창원 버스 파업,[속보] 창원 시내버스 운행 재개...노조 파업 철회,"(사진 =김선환 기자) 경남 창원 시내버스 노사가 임금·단체협상을 타결하면서 파업을 철회하기로 했다. 창원시는 창원 시내버스 노사가 임금 3% 인상과, 정년 64세 연장 자녀 1인당 출산장려금 200만원 등의 협상안을... ",https://www.gukjenews.com/news/articleView.html?idxno=3289438,"Mon, 02 Jun 2025 17:08:00 +0900",
창원 버스 파업,창원 시내버스 임금 3% 인상... 6일만에 '파업 철회',경남 창원시 시내버스 노조의 파업이 엿새째로 접어든 가운데 2일 시민들이 오지 않는 시내버스를 기다리고 있다. (사진=뉴시스) 한강타임즈 윤종철 기자 = 경남 창원 시내버스 노사가 임금협상 등에 합의하며 협상을... ,http://www.hg-times.com/news/articleView.html?idxno=272478,"Mon, 02 Jun 2025 17:08:00 +0900",
창원 버스 파업,[속보] 창원 시내버스 노사 협상 타결...파업 철회하기로,창원 시내버스 노사 협상 타결...파업 철회하기로,https://n.news.naver.com/mnews/article/023/0003908802?sid=102,"Mon, 02 Jun 2025 17:05:00 +0900",
삼성페이,"삼성페이 결제 오류 3시간만에 정상화…정부, 현장조사 검토",삼성페이가 2일 오전 약 3시간 30분 동안 결제 장애를 일으켰습니다. 원인은 일부 카드사와 전용선 네트워크 장애로 지목되고 있습니다. 업계에 따르면 이날 오전 7시께부터 삼성페이가 결제되지 않는 현상이 나타나면서... ,https://www.tjb.co.kr/news05/bodo/view/id/76306,"Mon, 02 Jun 2025 17:14:00 +0900",
삼성페이,삼성페이 결제 오류 3시간 만에 복구,삼성페이가 2일 오전 약 3시간 동안 결제 오류를 일으켰다가 정상화됐다. 이날 오전 7시께부터 삼성페이 결제가 되지 않는 현상이 발생해 온라인 커뮤니티와 SNS에는 불편을 호소하는 글이 잇따랐다. 이용자들은... ,http://www.jnilbo.com/77258095482,"Mon, 02 Jun 2025 17:13:00 +0900",
삼성페이,"삼성페이 결제 오류 3시간만에 정상화…정부, 현장조사 검토중(종합2보...",오전 7시께부터 오류 시작 추정…오전 10시 30분께 정상화 삼성전자 &quot;일부 카드사와 전용선 네트워크에 문제 추정&quot; 조현영 조성미 기자 = 삼성페이가 2일 오전 약 3시간 30분 동안 결제 장애를 일으켰다. 원인은 일부... ,https://n.news.naver.com/mnews/article/001/0015427449?sid=101,"Mon, 02 Jun 2025 17:04:00 +0900",
삼성페이,&quot;카드사 네트워크 장애&quot;…출근길 삼성페이 '먹통' 원인 밝혀졌다(종합),2일 삼성페이 결제 오류가 발생한 지 3시간여 만에 정상화됐다. 일부 신용카드사와의 네트워크 장애가 원인으로 지목됐다. 삼성전자는 이날 오전 10시30분께 삼성페이 앱 공지사항을 통해 삼성페이 카드 결제 및 등록 오류... ,https://n.news.naver.com/mnews/article/117/0003949548?sid=105,"Mon, 02 Jun 2025 17:03:00 +0900",
삼성페이,"노태악 선관위장, 대국민사과문 &quot;소중한 한표 행사..결과 승복해달라&quot; ...",오늘 오전에 삼성페이 결제 오류가 발생했어요? ◆ 정채운 : 그렇습니다. 오전 7시쯤부터 삼성페이가 결제 장애를 일으켜 일부 사용자들이 불편을 겪었는데요. 저도 오늘 아침 식사를 하러 식당에 갔다가 삼성페이로... ,https://radio.ytn.co.kr/program/?f=2&id=102938&s_mcd=0452&s_hcd=01,"Mon, 02 Jun 2025 17:00:00 +0900",
하지원,"'클라이맥스' 하지원, 거리에서 파격적인 패션으로 화제","사진=Openverse 최근 해외 팬들의 SNS에 게시된 사진을 통해 배우 하지원의 최근 모습이 공개되었다. 이 사진은 하지원이 평소와는 다른 파격적인 상의를 입고 있는 모습으로, 많은 이들의 관심을 끌고 있다. 하지원은... ",https://www.jemin.com/news/articleView.html?idxno=807944,"Mon, 02 Jun 2025 16:36:00 +0900",
하지원,"'48세' 하지원, 길거리 목격 사진 '화제'…무보정 몸매+동안미모, 어쩜 ...","배우 하지원의 동안 비주얼이 화제다. 최근 온라인 커뮤니티 등에서 하지원의 근황 사진이 화제다. 해외 팬 계정에는 5일 전에 하지원을 봤다며 목격 사진이 올라왔는데, 해당 사진이 급속도로 화제를 모으며 퍼진 것.... ",https://m.entertain.naver.com/article/311/0001873647,"Mon, 02 Jun 2025 16:05:00 +0900",
하지원,"에코나우, 세계 환경의 날·21대 대선 맞아 기후정책 설문조사 이벤트 ...",환경단체 에코나우(대표 하지원)가 세계 환경의 날(6월 5일)과 21대 대통령 선거(6월 3일)를 맞아 '지구를 위한 한 표: 미래세대에게 중요한 기후정책은?'을 주제로 시민 대상 설문조사를 진행한다. 이번 설문조사는 오는... ,https://www.ngonews.kr/news/articleView.html?idxno=207700,"Mon, 02 Jun 2025 15:44:00 +0900",
하지원,'48세' 하지원 크롭티 미모 찢었다...길거리 난리난 여신 비주얼,배우 하지원이 거리에서 포착돼 화제다. 최근 해외팬 SNS에는 &quot;하지원 최근 근황&quot;이라며 사진이 게시됐다. 사진 속에는 평소와 다른 파격적인 상의를 입은 하지원의 모습이 담겨 있다. 민소매에 크롭티셔츠를 입고... ,https://m.entertain.naver.com/article/076/0004283327,"Mon, 02 Jun 2025 14:26:00 +0900",
하지원,"이소민, 디시트렌드 치어리더 부문 투표서 1위 차지…연이은 화제 속 인...",나수린 하지원 염세빈 배수현 김현영 이번 투표에서는 1위부터 5위까지가 비교적 근소한 표 차이를... 중위권에서는 나수린과 하지원이 근소한 표 차이로 순위를 다투고 있어 팬덤 간 경쟁도 더욱 달아오를 것으로... ,https://www.stardailynews.co.kr/news/articleView.html?idxno=489171,"Mon, 02 Jun 2025 14:26:00 +0900",
